,title,MFCCs,views,rating
1588,Pearl High (LP Version),"[[-650.96686773 -650.96686773 -650.96686773 ... -650.96686773
  -650.96686773 -650.96686773]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6236,5
1589,Hole In The Wall (LP Version),"[[-624.11995007 -624.11995007 -624.11995007 ... -624.11995007
  -624.11995007 -624.11995007]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6560,5
1590,Theme From Hell's Angels  (LP Version),"[[-6.31598654e+02 -6.31598654e+02 -6.31598654e+02 ... -6.30954686e+02
  -6.31220729e+02 -6.31598654e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.10640898e-01
   5.34427384e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.10435184e-01
   5.34306657e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.03860514e-01
   5.30448183e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.02424417e-01
   5.29605381e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.00852418e-01
   5.28682823e-01  0.00000000e+00]]",14905,4.9436622
1591,You Can't Sit Down (LP Version),"[[-619.9725425 -619.9725425 -619.9725425 ... -619.9725425 -619.9725425
  -619.9725425]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",5245,4.4339623
1592,With A Child's Heart  (LP Version),"[[-598.19872246 -598.19872246 -598.19872246 ... -598.19872246
  -598.19872246 -598.19872246]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5893,4.2444444
1593,Hey Jude,"[[-581.14761972 -581.14761972 -581.14761972 ... -581.14761972
  -581.14761972 -581.14761972]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",193,5
1594,I Heard It Through The Grapevine,"[[-5.62014338e+02 -5.62014338e+02 -5.62014338e+02 ... -5.27024983e+02
  -5.48843751e+02 -5.62014338e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.67742852e+01
   1.81429283e+01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.94691739e+01
   1.67653922e+01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.75819733e+00
   1.50286128e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.15673599e+00
   6.80130789e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.07123947e+00
  -2.10143352e-01  0.00000000e+00]]",2371,5
1595,Yesterday,"[[-557.95869847 -557.95869847 -557.95869847 ... -557.95869847
  -557.95869847 -557.95869847]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",213,5
1596,Montego Bay,"[[-575.7004748 -575.7004748 -575.7004748 ... -575.7004748 -575.7004748
  -575.7004748]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",2741,3.4000001
1597,Humpin',"[[-6.25667555e+02 -6.25667555e+02 -6.23416668e+02 ... -6.25667555e+02
  -6.25667555e+02 -6.25667555e+02]
 [ 0.00000000e+00  0.00000000e+00  3.15633237e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.07642147e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  1.08653307e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  7.79122824e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  4.86866909e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",1870,4.2432432
1598,Memphis Sunrise,"[[-6.08792669e+02 -6.08417302e+02 -6.06711572e+02 ... -6.08792669e+02
  -6.08792669e+02 -6.08792669e+02]
 [ 0.00000000e+00  5.24238785e-01  2.91305062e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  5.04573010e-01  2.82375660e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00 -3.17815228e-03  5.95158771e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -8.60054075e-02  2.46936229e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -1.66515183e-01 -8.68889361e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",1247,4.1111112
1599,Soul Finger,"[[-542.12761504 -542.12761504 -542.12761504 ... -542.12761504
  -542.12761504 -542.12761504]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",779001,4.9173613
1600,In The Hole,"[[-610.38008675 -610.38008675 -610.38008675 ... -610.38008675
  -610.38008675 -610.38008675]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",48200,4.9205298
1601,Takin' Care Of Business,"[[-529.13680975 -529.13680975 -529.13680975 ... -529.13680975
  -529.13680975 -529.13680975]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",7420843,4.8668671
1602,Jamaica,"[[-531.24588138 -531.24588138 -529.52821148 ... -531.24588138
  -531.24588138 -531.24588138]
 [   0.            0.            2.42233256 ...    0.
     0.            0.        ]
 [   0.            0.            2.40193362 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            1.79450849 ...    0.
     0.            0.        ]
 [   0.            0.            1.67280153 ...    0.
     0.            0.        ]
 [   0.            0.            1.54384666 ...    0.
     0.            0.        ]]",6359,4.1619048
1603,Freeways,"[[-617.94861637 -617.94861637 -617.94861637 ... -617.94861637
  -617.94861637 -617.94861637]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",32868,4.8958335
1604,Roll On Down The Highway,"[[-472.9823031 -472.9823031 -472.9823031 ... -472.9823031 -472.9823031
  -472.9823031]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",730745,4.8777261
1605,Can We All Come Together,"[[-595.17463759 -595.17463759 -595.17463759 ... -595.17463759
  -595.17463759 -595.17463759]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",15027,3.0875421
1606,Rock And Roll Nights,"[[-522.58919648 -522.58919648 -522.58919648 ... -498.45693062
  -464.39212149 -445.44509123]
 [   0.            0.            0.         ...   32.12306349
    68.67081634   82.19598811]
 [   0.            0.            0.         ...   27.06010227
    40.60776095   36.1359096 ]
 ...
 [   0.            0.            0.         ...   10.29905938
     6.42742107    5.49080453]
 [   0.            0.            0.         ...    8.95844373
     5.99051941    5.2566641 ]
 [   0.            0.            0.         ...    8.04566054
     5.97969931    4.31165347]]",13979,4.8878503
1607,Down Down,"[[-584.77218385 -584.77218385 -584.77218385 ... -584.77218385
  -584.77218385 -584.77218385]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",617691,4.8660169
1608,Blue Collar,"[[-569.76308276 -569.76308276 -569.76308276 ... -569.76308276
  -569.76308276 -569.76308276]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",59392,4.8841567
1609,Hold Back The Water,"[[-549.13266147 -549.13266147 -549.13266147 ... -549.13266147
  -549.13266147 -549.13266147]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",737221,4.8804402
